丆	⿱一丿
岄	⿰山月
岅	⿰山反
岆	⿰山夭
岉	⿰山勿
岋	⿰山及
岍	⿰山开
岎	⿰山分
岓	⿰山斤
岕	⿱山介
岖	⿰山区
岗	⿱山冈
岘	⿰山见
岙	⿱夭山
岚	⿱山风
岛	⿹？山
岜	⿱山巴
岞	⿰山乍
岤	⿰山穴
岥	⿰山皮
岮	⿰山它
岯	⿰山丕
岰	⿰山幼
岹	⿰山召
岽	⿱山东
岿	⿱山归
峀	⿱山由
峁	⿱山卯
峂	⿰山冬
峃	⿱𰃮山
峄	⿰山𠬤
峆	⿰山合
峈	⿰山各
峊	⿱𠂤山
峌	⿰山至
峍	⿰山聿
峎	⿱山艮
峏	⿰山而
峑	⿱山全
峓	⿰山夷
峔	⿰山老
峕	⿱山𣅀
峖	⿰山安
峘	⿰山亘
峚	⿱山圶
峛	⿱山列
峜	⿱山企
峞	⿱山危
峟	⿱山有
峢	⿰山列
峣	⿰山尧
峤	⿰山乔
峥	⿰山争
峦	⿱𰁜山
峧	⿰山交
峫	⿰山邪
峬	⿰山甫
峳	⿱山攸
峵	⿰山宏
峷	⿱山辛
峸	⿰山成
峹	⿱余山
峼	⿰山告
峾	⿱沂山
峿	⿰山吾
崀	⿱山良
崂	⿰山劳
崃	⿰山来
崄	⿰山佥
崅	⿰山角
崈	⿱宗山
崉	⿰山沓
崊	⿰山林
崌	⿰山居
崏	⿰山昏
崓	⿰山固
崜	⿰山垂
崞	⿰山享
崡	⿰山函
崥	⿰山卑
崨	⿰山疌
崪	⿰山卒
崬	⿱山東
崭	⿱山斩
崮	⿱山固
崯	⿰山金
崰	⿰山甾
崲	⿰山皇
崳	⿰山俞
崵	⿰山昜
崶	⿱山封
崷	⿰山酋
崸	⿰山頁
崺	⿱山施
崻	⿰山待
崼	⿰山是
崾	⿰山要
嵀	⿱山柱
嵁	⿰山甚
嵄	⿰山美
嵅	⿱山咸
嵉	⿰山亭
嵍	⿱敄山
嵏	⿱山㚇
嵔	⿱山畏
嵖	⿰山查
嵗	⿱山⿵戌𣥂
嵘	⿰山荣
嵚	⿱山钦
嵛	⿱山俞
嵝	⿰山娄
嵞	⿱余屾
嵣	⿰山唐
嵥	⿰山桀
嵦	⿰山豈
嵧	⿰山留
嵨	⿰山烏
嵫	⿰山兹
嵮	⿰山真
嵱	⿰山容
嵲	⿰山臬
嵴	⿰山脊
嵵	⿱山時
嵷	⿰山從
嵸	⿱山從
嵻	⿰山康
嵼	⿰山産
嵽	⿰山帶
嶀	⿰山雩
嶅	⿱敖山
嶆	⿰山曹
嶉	⿱山唯
嶍	⿰山習
嶎	⿱山尉
嶏	⿸屵配
嶑	⿰山象
嶖	⿰山翕
嶘	⿱山棧
嶚	⿱山尞
嶜	⿱山朁
嶞	⿱隋山
嶡	⿱山厥
嶣	⿱山焦
嶥	⿰山厥
嶦	⿰山詹
嶨	⿱𦥯山
嶩	⿰山農
嶪	⿱山業
嶭	⿱山⿰𠂤辛
嶯	⿱山戢
嶱	⿰山葛
嶳	⿳山豕𪢴
嶵	⿰山罪
嶶	⿱山微
嶻	⿱山截
嶾	⿰山㥯
嶿	⿰山需
巀	⿱山𢧵
巁	⿰山厲
巂	⿱山𮥼
巄	⿰山龍
巅	⿱山颠
巆	⿰山營
巈	⿱山鞠
巊	⿰山嬰
巏	⿰山雚
巔	⿱山顛
巕	⿰山⿳䒑⿰𠂤辛女
巚	⿱山獻
巜	⿰𡿨𡿨
巟	⿱亡𫶧
巪	⿱巨𠃍
巬	⿱⿰工几夫
巭	⿱功夫
巯	⿰𢀖㐬
巰	⿰巠㐬
巶	⿰召巳
巺	⿳⿰巳巳一八
巼	⿱巴𫜸
巿	⿻一巾
币	⿱㇒巾
帄	⿰巾丁
帅	⿰⿰丨丿巾
师	⿰⿰丨丿帀
帉	⿰巾分
帊	⿰巾巴
帎	⿰巾冘
帏	⿰巾韦
帐	⿰巾长
帓	⿰巾末
帗	⿰巾犮
帜	⿰巾只
帞	⿰巾百
帡	⿰巾并
帢	⿰巾合
帣	⿱龹巾
帤	⿱如巾
带	⿳⿻卄丨冖巾
帧	⿰巾贞
帩	⿰巾肖
帪	⿰巾辰
帬	⿱君巾
帱	⿰巾寿
帴	⿰巾戔
帹	⿰巾妾
帺	⿰巾其
帻	⿰巾责
帼	⿰巾国
帿	⿰巾侯
幁	⿰巾頁
幂	⿱𠖇巾
幆	⿰巾曷
幈	⿰巾屏
幊	⿰巾貢
幍	⿰巾舀
幏	⿰巾家
幒	⿰巾悤
幓	⿰巾參
幙	⿰巾莫
幚	⿱邦帛
幝	⿰巾單
幠	⿰巾無
幥	⿰巾掌
幦	⿱辟巾
幧	⿰巾喿
幩	⿰巾賁
幯	⿰巾節
幱	⿰巾闌
庂	⿸广人
庅	⿸广么
庆	⿸广大
庈	⿸广今
庉	⿸广屯
庌	⿸广牙
庍	⿸广斤
庐	⿸广户
庑	⿸广无
庒	⿸广圡
库	⿸广车
应	⿸广⿱𭕄一
庘	⿸广甲
庙	⿸广由
庛	⿸广此
庝	⿸广冬
庞	⿸广龙
废	⿸广发
庡	⿸广衣
庣	⿸广兆
庩	⿸广余
庮	⿸广酉
庯	⿸广甫
庰	⿸广并
庲	⿸广來
庴	⿸广昔
庺	⿸广枀
庻	⿸广⿱廿从
庼	⿸广顷
廀	⿸广叜
廄	⿸广⿰？殳
廅	⿸广盍
廇	⿸广留
廍	⿸广部
廗	⿸广帶
廘	⿸广鹿
廤	⿸庫𫜸
廦	⿸广辟
廧	⿸广嗇
廪	⿸广禀
廭	⿸广積
廮	⿸广嬰
廯	⿸广鮮
廲	⿸广麗
廵	⿺廴巛
弅	⿱分廾
弒	⿰𣏂式
弚	⿱丷弔
张	⿰弓长
弪	⿰弓𢀖
弲	⿰弓肙
弳	⿰弓巠
弹	⿰弓单
强	⿰弓虽
彂	⿱业矤
彃	⿰弓畢
彆	⿱敝弓
彉	⿰弓黄
彋	⿰弓睘
彏	⿰弓矍
归	⿰⿰丨丿𫜹
录	⿱彐氺
彚	⿳彐冖果
彞	⿳彐⿰米糸廾
彟	⿰寻蒦
彥	⿳亠㐅⿸厂彡
彨	⿰丽彡
彮	⿰容彡
彶	⿰彳及
彻	⿰彳切
徆	⿰彳西
徎	⿰彳呈
徔	⿰彳芝
徕	⿰彳来
徚	⿰彳柬
徛	⿰彳奇
徟	⿰彳周
徣	⿰彳昔
徥	⿰彳是
徦	⿰彳叚
徲	⿰彳犀
徶	⿰彳敝
徺	⿰彳堯
徻	⿰彳會
徾	⿲彳訔攵
徿	⿰彳龍
忀	⿰彳襄
忁	⿰彳⿳𣅽大氺
忂	⿰彳瞿
忆	⿰忄乙
忊	⿰忄丁
忎	⿱千心
忏	⿰忄千
忕	⿰忄大
忚	⿰忄也
忛	⿰忄凡
忟	⿰忄文
忣	⿰忄及
忥	⿹气心
忦	⿰忄介
忧	⿰忄尤
忴	⿰忄今
忷	⿰忄凶
忹	⿰忄王
忾	⿰忄气
怀	⿰忄不
态	⿱太心
怂	⿱从心
怃	⿰忄无
怄	⿰忄区
怅	⿰忄长
怆	⿰忄仓
怈	⿰忄世
怉	⿰忄包
怋	⿰忄民
怌	⿰忄丕
怑	⿰忄半
怞	⿰忄由
怣	⿱失心
怬	⿰忄四
怮	⿰忄幼
怰	⿰忄玄
怲	⿰忄丙
怴	⿰忄戉
怶	⿰忄皮
怷	⿱朮心
怸	⿱术心
怹	⿱他心
总	⿱𠮦心
怼	⿱对心
怽	⿰忄未
怾	⿰忄只
怿	⿰忄𠬤
恄	⿰忄吉
恅	⿰忄老
恎	⿰忄至
恏	⿱好心
恓	⿰忄西
恘	⿰忄休
恛	⿰忄回
恜	⿰忄式
恞	⿰忄夷
恦	⿰忄向
恮	⿰忄全
恲	⿰忄并
恳	⿱艮心
恴	⿱𣅀心
恶	⿱亚心
恸	⿰忄动
恹	⿰忄厌
恺	⿰忄岂
恻	⿰忄则
恼	⿰忄㐫
恽	⿰忄军
悀	⿰忄甬
悅	⿰忄兌
悇	⿰忄余
悏	⿰忄夾
悐	⿱狄心
悙	⿰忄亨
悜	⿰忄呈
悡	⿱利心
悫	⿱壳心
悬	⿱县心
悭	⿰忄坚
悮	⿰忄吴
悯	⿰忄闵
悹	⿱官心
悺	⿰忄官
悿	⿰忄忝
惀	⿰忄侖
惁	⿱析心
惃	⿰忄昆
惌	⿱宛心
惍	⿰忄金
惐	⿰忄或
惒	⿱和心
惖	⿱易心
惗	⿰忄念
惤	⿰忄弦
惦	⿰忄店
惩	⿱征心
惪	⿱直心
惫	⿱备心
惬	⿰忄⿷匚夹
惭	⿰忄斩
惯	⿰忄贯
惾	⿰忄㚇
惿	⿰忄是
愄	⿰忄畏
愅	⿰忄革
愋	⿰忄爰
愘	⿰忄客
愝	⿰忄匽
愠	⿰忄昷
愣	⿰忄𬙙
愤	⿰忄贲
愥	⿰忄英
愦	⿰忄贵
愩	⿰忄貢
愭	⿰忄耆
愮	⿰忄䍃
愯	⿰忄隻
愲	⿰忄骨
愳	⿱䀠心
愸	⿱勑心
愻	⿱孫心
慀	⿰忄奚
慃	⿰忄翁
慏	⿰忄冥
慐	⿱貢心
慑	⿰忄聂
慒	⿰忄曹
慔	⿰忄莫
慖	⿰忄國
慗	⿱敕心
慛	⿰忄崔
慜	⿱敏心
慡	⿰忄爽
慤	⿱殻心
慦	⿱救心
慩	⿰忄連
慪	⿰忄區
慭	⿱𪺽心
慹	⿱執心
慺	⿰忄婁
慽	⿰忄戚
憅	⿱動心
憆	⿰忄堂
憈	⿰忄虚
憉	⿰忄彭
憌	⿱鈞心
憏	⿰忄祭
憕	⿰忄登
憛	⿰忄覃
憞	⿰忄敦
憡	⿰忄策
憢	⿰忄堯
憣	⿰忄番
憦	⿰忄勞
憯	⿰忄朁
憰	⿰忄矞
憱	⿰忄就
憳	⿰忄尋
憴	⿰忄黽
憵	⿱辟心
憷	⿰忄楚
憻	⿰忄亶
憽	⿰忄葱
憿	⿰忄敫
懄	⿰忄勤
懅	⿰忄豦
懑	⿱满心
懒	⿰忄赖
懓	⿰忄愛
懔	⿰忄禀
懖	⿱銛心
懗	⿰忄赫
懘	⿱滯心
懙	⿰忄與
懚	⿰忄㥯
懛	⿰忄臺
懠	⿰忄齊
懤	⿰忄壽
懨	⿰忄厭
懪	⿰忄暴
懫	⿰忄質
懮	⿰忄憂
懰	⿰忄劉
懱	⿰忄蔑
懳	⿰忄慧
懹	⿰忄襄
懻	⿰忄冀
戂	⿰忄靡
戅	⿱贑心
戆	⿱赣心
戋	⿻戈一
戏	⿰又戈
戗	⿰仓戈
战	⿰占戈
戙	⿰同戈
戤	⿰盈戈
戥	⿰星戈
戨	⿰哥戈
戬	⿰晋戈
戭	⿰寅戈
戱	⿰虛戈
戵	⿰瞿戈
戶	⿸𠂆？
户	⿱丶尸
戺	⿰户巳
戼	
扅	⿸户多
扊	⿸户炎
扏	⿰扌九
扗	⿰扌土
扙	⿰扌丈
扝	⿰扌亏
扟	⿰扌卂
扢	⿰扌乞
扥	⿰扌⿻⿱㇒一乚
扦	⿰扌千
执	⿰扌丸
扩	⿰扌广
扪	⿰扌门
扫	⿰扌𫜹
扬	⿰扌𠃓
扰	⿰扌尤
扲	⿰扌今
扴	⿰扌介
扵	⿰扌仒
扷	⿰扌夭
扸	⿰扌片
抁	⿰扌允
抆	⿰扌文
抇	⿰扌曰
抈	⿰扌月
抋	⿰扌心
抌	⿰扌冘
抚	⿰扌无
抝	⿰扌幻
抟	⿰扌专
抠	⿰扌区
抡	⿰扌仑
抢	⿰扌仓
抣	⿰扌匀
护	⿰扌户
报	⿰扌𠬝
抧	⿰扌只
抩	⿰扌冉
抪	⿰扌布
抭	⿰扌宂
抮	⿰扌㐱
抯	⿰扌且
抰	⿰扌央
抲	⿰扌可
抴	⿰扌世
抸	⿰扌乏
拀	⿰扌兄
拁	⿰扌加
拃	⿰扌乍
拋	⿰扌𡯄
拞	⿰扌丘
拟	⿰扌以
拢	⿰扌龙
拣	⿰扌𫠣
拤	⿰扌卡
拥	⿰扌用
拦	⿰扌兰
拧	⿰扌宁
拨	⿰扌发
择	⿰扌𠬤
拫	⿰扌艮
拰	⿰扌任
拸	⿰扌多
拹	⿰扌劦
拺	⿰扌朿
拻	⿰扌灰
挀	⿰扌𠂢
挅	⿰扌朶
挆	⿰扌朵
挎	⿰扌夸
挏	⿰扌同
挒	⿰扌列
挔	⿰扌衣
挕	⿰扌耳
挗	⿰扌夷
挚	⿱执手
挛	⿱𰁜手
挜	⿰扌亚
挝	⿰扌过
挞	⿰扌达
挠	⿰扌尧
挡	⿰扌当
挢	⿰扌乔
挣	⿰扌争
挤	⿰扌齐
挥	⿰扌军
挦	⿰扌寻
挬	⿰扌孛
挮	⿰扌弟
挰	⿰扌呈
挱	⿰扌沙
挳	⿰扌巠
挴	⿰扌每
挷	⿰扌邦
挸	⿰扌見
捀	⿰扌夆
捅	⿰扌甬
捇	⿰扌赤
捈	⿰扌余
捑	⿰扌𣅔
捖	⿰扌完
捚	⿰扌里
捝	⿰扌兑
捞	⿰扌劳
损	⿰扌员
捠	⿰扌兵
捡	⿰扌佥
换	⿰扌奂
捣	⿰扌岛
捤	⿰扌尾
捪	⿰扌昏
捯	⿰扌到
捰	⿰扌果
捳	⿰扌岳
捹	⿰扌奔
捾	⿰扌官
掁	⿰扌長
掅	⿰扌青
掆	⿰扌岡
掋	⿰扌底
掍	⿰扌昆
掑	⿰扌其
掓	⿰扌叔
掗	⿰扌亞
掜	⿰扌兒
掝	⿰扌或
掰	⿲⿱㇒⿻二丿分手
掱	⿱手𢪒
掳	⿰扌虏
掶	⿰扌庚
掷	⿰扌郑
掸	⿰扌单
掹	⿰扌孟
掺	⿰扌参
掼	⿰扌贯
掿	⿰扌若
揂	⿰扌酋
揇	⿰扌南
揊	⿰扌畐
揋	⿰扌畏
揌	⿰扌思
揍	⿰扌奏
揗	⿰扌盾
揘	⿰扌皇
揙	⿰扌扁
揝	⿰扌昝
揞	⿰扌音
揟	⿰扌胥
揢	⿰扌客
揤	⿰扌即
揦	⿰扌剌
揧	⿱剌手
揨	⿰扌亭
揯	⿰扌恆
揰	⿰扌重
揱	⿱削手
揻	⿰扌威
揼	⿰扌泵
揽	⿰扌览
揾	⿰扌昷
揿	⿰扌钦
搀	⿰扌𫥎
搁	⿰扌阁
搂	⿰扌娄
搃	⿰扌总
搄	⿰扌恒
搅	⿰扌觉
搇	⿰扌衾
搈	⿰扌容
搋	⿰扌虒
搌	⿰扌展
搎	⿰扌孫
搑	⿰扌茸
搕	⿰扌盍
搙	⿰扌⿸辰寸
搚	⿰扌脅
搛	⿰扌兼
搝	⿰扌臭
搟	⿰扌軒
搡	⿰扌桑
搣	⿰扌烕
搧	⿰扌扇
搫	⿱般手
搮	⿰扌栗
搱	⿰扌屖
搲	⿰扌窊
搳	⿰扌害
搷	⿰扌真
搸	⿰扌秦
搹	⿰扌鬲
搻	⿱合𢪒
搼	⿰扌拳
摀	⿰扌烏
摁	⿰扌恩
摃	⿰扌貢
摄	⿰扌聂
摅	⿰扌虑
摆	⿰扌罢
摇	⿰扌䍃
摈	⿰扌宾
摉	⿰扌⿳穴𠆢夕
摊	⿰扌难
摌	⿰扌産
摍	⿰扌宿
摐	⿰扌從
摕	⿰扌帶
摖	⿰扌祭
摗	⿰扌欶
摙	⿰扌連
摞	⿰扌累
摢	⿰扌虖
摤	⿰扌爽
摥	⿰扌𬀷
摦	⿰扌瓠
摨	⿰扌犀
摪	⿰扌將
摫	⿰扌規
摬	⿰扌竟
摮	⿱敖手
摰	⿱埶手
摱	⿰扌曼
摲	⿰扌斬
摵	⿰扌戚
摷	⿰扌巢
摼	⿰扌堅
摾	⿰扌强
摿	⿰扌⿱𠆢音
撀	⿱殸手
撁	⿰扌牽
撂	⿰扌畧
撄	⿰扌婴
撆	⿱敝手
撉	⿱敦手
撊	⿰扌閒
撋	⿰扌閏
撌	⿰扌貴
撍	⿰扌朁
撎	⿰扌壹
撔	⿰扌景
撖	⿰扌敢
撗	⿰扌黄
撜	⿰扌登
撠	⿰扌戟
撢	⿰扌覃
撧	⿰扌絶
撪	⿰扌軬
撯	⿰扌着
撱	⿰扌隋
撴	⿰扌敦
撵	⿰扌辇
撶	⿰扌華
撷	⿰扌颉
撸	⿰扌鲁
撺	⿰扌窜
擀	⿰扌幹
擃	⿰扌農
擆	⿰扌著
擈	⿰扌業
擏	⿰扌敬
擓	⿰扌匯
擖	⿰扌葛
擙	⿰扌奥
擛	⿰扌葉
擜	⿰扌献
擝	⿰扌盟
擞	⿰扌数
擟	⿰扌爾
擨	⿰扌歋
擫	⿰扌厭
擮	⿰扌截
擳	⿰扌節
擸	⿰扌巤
擹	⿰扌歎
擼	⿰扌魯
攂	⿰扌畾
攃	⿰扌蔡
攆	⿰扌輦
攇	⿰扌憲
攋	⿰扌賴
攌	⿰扌圜
攍	⿰扌嬴
攎	⿰扌盧
攐	⿰扌褰
攑	⿰扌舉
攒	⿰扌赞
攕	⿰扌韱
攗	⿰扌麋
攚	⿰扌營
攠	⿰扌靡
攡	⿰扌離
攥	⿰扌纂
攧	⿰扌顛
攨	⿰扌⿳穴瓜㼌
攭	⿰扌蠡
攰	⿺支力
攳	⿺支尋
敀	⿰白攵
敁	⿰占攴
敂	⿰句攵
敆	⿰合攴
敊	⿰尗攴
敋	⿰各攵
敌	⿰舌攵
敎	⿰𡥉攵
敓	⿰兌攵
敚	⿰兑攵
敛	⿰佥攵
敜	⿰念攵
敡	⿰易攴
敤	⿰果攴
敥	⿰炎攴
敨	⿰咅攵
敩	⿰学攵
敪	⿰叕攵
敭	⿰昜攵
敮	⿰臿攴
敯	⿰昬攴
敱	⿰豈攴
敳	⿰豈攵
敶	⿰陳攵
敹	⿰𥹄攵
敻	⿳⿱⺈⿵冂人目攵
敼	⿰喜攴
敾	⿰善攵
敿	⿰喬攵
斀	⿰蜀攴
斆	⿰學攵
斋	⿱文而
斍	⿱文見
斏	⿰文良
斓	⿰文阑
斔	⿰蚉臾
斖	⿱文舋
斚	⿳厸冖斗
斞	⿰臾斗
斢	⿰黄斗
斨	⿰爿斤
斩	⿰车斤
斪	⿰句斤
斱	⿰者斤
斶	⿰斤蜀
斺	⿰方介
斻	⿰方⿱𠂉几
斾	⿰方⿱𠂉巾
旀	⿰方厼
旇	⿰方⿱𠂉皮
旊	⿰方⿱𠂉瓦
旍	⿰方⿱𠂉令
旑	⿰方奇
旓	⿰方⿱𠂉肖
旕	⿱於𫜸
旚	⿰方⿱𠂉票
旜	⿰方⿱𠂉亶
旝	⿰方⿱𠂉會
旞	⿰方⿱𠂉遂
旣	⿰皀旡
旤	⿰咼旡
旪	⿰日十
旫	⿰日刀
旮	⿱九日
旯	⿱日九
旳	⿰日勺
时	⿰日寸
旷	⿰日广
旸	⿰日𠃓
旽	⿰日屯
昁	⿰日巿
昅	⿰日及
昋	⿱天日
昐	⿰日分
昗	⿱日六
昘	⿱日方
昙	⿱日云
昚	⿱𡗜日
昛	⿰日巨
昲	⿰日弗
昸	⿰日冬
昻	⿱日卭
昽	⿰日龙
显	⿱日业
晇	⿰日夸
晍	⿰日同
晐	⿰日亥
晓	⿰日尧
晔	⿰日华
晕	⿱日军
晖	⿰日军
晱	⿰日炎
晲	⿰日兒
晽	⿰日林
暂	⿱斩日
暅	⿰日恒
暆	⿰日施
暊	⿰日頁
暏	⿰日者
暓	⿱敄日
暔	⿰日南
暕	⿰日柬
暞	⿰日臬
暡	⿰日翁
暣	⿰日氣
暥	⿰日晏
暧	⿰日爱
暨	⿱既旦
暩	⿰日祭
暪	⿰日㒼
暬	⿱埶日
暯	⿰日莫
暰	⿰日從
暳	⿰日彗
暶	⿰日旋
暷	⿰日專
暺	⿰日單
暽	⿰日粦
曅	⿱日華
曊	⿰日費
曋	⿰日覃
曍	⿰日臯
曐	⿱晶生
曑	⿱晶㐱
曒	⿰日敫
曓	⿳𣅽大本
曕	⿰日詹
曗	⿰日業
曘	⿰日需
曞	⿰日厲
曡	⿱晶冝
曢	⿰日寮
曣	⿰日燕
曤	⿰日霍
曥	⿰日盧
曧	⿱日融
曪	⿰日羅
曭	⿰日黨
曯	⿰日屬
曱	⿻口丅
曶	⿱勿日
朂	⿱日⿸耳力
朄	⿰申柬
朆	⿰曾勿
朊	⿰月元
朌	⿰月分
朐	⿰月句
朑	⿰月世
朘	⿰月夋
朚	⿱亡明
朡	⿰月㚇
朣	⿰月童
朤	⿱朋朋
朥	⿰月勞
朩	⿻𬺰八
术	⿺木丶
朰	⿱木乙
朲	⿰木人
朵	⿱𠘧木
朹	⿰木九
朻	⿰木丩
朼	⿰木匕
杀	⿱㐅木
杂	⿱九木
权	⿰木又
杄	⿰木千
杊	⿰木川
杋	⿰木凡
杒	⿰木刃
杗	⿱亡木
杘	⿸尸木
杚	⿰木乞
杛	⿰木弓
杧	⿰木亡
杨	⿰木𠃓
杩	⿰木马
杫	⿰木止
杸	⿰木殳
杹	⿰木化
杺	⿰木心
杽	⿰木手
枀	⿱公木
枂	⿰木月
枃	⿰木匀
枆	⿰木毛
枈	⿱比木
枊	⿰木卬
枍	⿰木兮
枔	⿰木今
枞	⿰木从
枟	⿰木云
枣	⿱朿⺀
枤	⿰木犬
枥	⿰木历
枧	⿰木见
枨	⿰木长
枪	⿰木仓
枫	⿰木风
枬	⿰木丹
枭	⿹？木
枮	⿰木占
枺	⿰木末
枾	⿰木𠥽
枿	⿰木卉
柇	⿰木禾
柋	⿱代木
柌	⿰木司
柍	⿰木央
柕	⿰木矛
柖	⿰木召
柟	⿰木冉
柠	⿰木宁
柣	⿰木失
查	⿱木旦
柨	⿰木布
柪	⿰木幼
柫	⿰木弗
柭	⿰木犮
柸	⿰木丕
柺	⿰木另
柽	⿰木圣
栀	⿰木卮
栅	⿰木册
栆	⿱⿻丨𠮛仒
标	⿰木示
栈	⿰木戋
栉	⿰木节
栊	⿰木龙
栋	⿰木东
栌	⿰木卢
栍	⿰木生
栎	⿰木乐
栏	⿰木兰
树	⿰木对
栒	⿰木旬
栕	⿰木臣
栚	⿰木关
栛	⿰木劦
栜	⿰木朿
栠	⿱任木
栣	⿰木任
栤	⿰木冰
栥	⿱次木
栦	⿰木州
栮	⿰木耳
栵	⿰木列
栶	⿰木因
样	⿰木羊
栺	⿰木旨
桇	⿱如木
桋	⿰木夷
桏	⿰木邛
桖	⿰木血
桚	⿰木𡿪
桞	⿰木邜
桠	⿰木亚
桡	⿰木尧
桢	⿰木贞
桤	⿰木岂
桥	⿰木乔
桦	⿰木华
桨	⿱⿰丬夕木
桩	⿰木庄
桪	⿰木寻
桬	⿱沙木
桭	⿰木辰
桳	⿰木⿱厶夲
桸	⿰木希
桽	⿱木坐
梀	⿰木束
梇	⿰木弄
梉	⿰木壯
梊	⿱折木
梋	⿰木肙
梌	⿰木余
梎	⿰木皀
梑	⿰木狄
梒	⿰木含
梕	⿰木忍
梞	⿰木忌
梤	⿰木𡵳
梬	⿰木甹
梷	⿱⿰占又木
梸	⿰木利
梽	⿰木志
梾	⿰木来
梿	⿰木连
检	⿰木佥
棁	⿰木兑
棂	⿰木灵
棇	⿰木忩
棎	⿰木罙
棛	⿰木育
棞	⿰木囷
棢	⿰木罔
棦	⿰木争
棩	⿰木𣶒
棳	⿰木叕
棴	⿰木服
棸	⿱取木
棾	⿱林冗
棿	⿰木兒
椂	⿰木录
椔	⿰木甾
椕	⿲木分木
椘	⿱林之
椝	⿱规木
椞	⿱析木
椟	⿰木卖
椠	⿱斩木
椤	⿰木罗
椧	⿰木命
椩	⿰木庚
椫	⿰木单
椬	⿰木宜
椭	⿰木陏
椮	⿰木参
椯	⿰木耑
椲	⿰木韋
椷	⿰木咸
椺	⿰木保
椼	⿰木衍
椾	⿰木前
楀	⿰木禹
楁	⿰木客
楃	⿰木屋
楄	⿰木扁
楇	⿰木咼
楈	⿰木胥
楋	⿰木剌
楌	⿰木彦
楍	⿱木𠱠
楏	⿰木奎
楐	⿰木界
楑	⿰木癸
楒	⿰木思
楖	⿰木即
楘	⿱敄木
楟	⿰木亭
楧	⿰木英
楶	⿱咨木
榃	⿱林田
榄	⿰木览
榅	⿰木昷
榆	⿰木俞
榇	⿰木亲
榈	⿰木闾
榉	⿰木举
榋	⿰木⿱𫜹⿰𫜹𫜹
榌	⿰木飛
榏	⿰木益
榐	⿰木展
榓	⿰木𥁑
榗	⿰木晋
榙	⿰木荅
榚	⿰木羔
榝	⿰木殺
榞	⿰木原
榟	⿰木宰
榢	⿰木家
榣	⿰木䍃
榤	⿰木桀
榩	⿰木虔
榪	⿰木馬
榬	⿰木袁
榳	⿰木庭
榵	⿰木茸
榶	⿰木唐
榹	⿰木虒
榽	⿰木奚
槂	⿰木孫
槄	⿰木舀
槆	⿰木荀
槉	⿰木疾
槒	⿰木畜
槔	⿰木皋
槕	⿰木桌
槚	⿰木贾
槛	⿰木监
槜	⿰木隽
槟	⿰木宾
槠	⿰木诸
槡	⿰木桑
槤	⿰木連
槦	⿰木庸
槬	⿰木瓠
槰	⿰木逢
槷	⿱埶木
槸	⿰木埶
槺	⿰木康
槼	⿱規木
樄	⿰木陳
樆	⿰木离
樇	⿰木脩
樈	⿰木竟
樉	⿰木爽
樍	⿰木責
樎	⿰木宿
樐	⿰木鹵
樖	⿱合柯
樘	⿰木堂
樜	⿰木庶
樥	⿰木莑
樦	⿰木䇠
樧	⿰木⿰𣏂殳
樬	⿰木悤
樭	⿰木基
樯	⿰木啬
樱	⿰木婴
樼	⿰木孱
橀	⿰木⿱㐬皿
橁	⿰木筍
橂	⿰木奠
橃	⿰木發
橌	⿰木閒
橍	⿰木閏
橏	⿰木善
橓	⿰木舜
橔	⿰木敦
橗	⿰木萌
橚	⿰木肅
橜	⿱厥木
橝	⿰木覃
橞	⿰木惠
橠	⿰木袲
橣	⿰木甯
橥	⿱猪木
橨	⿰木賁
橩	⿰木焭
橬	⿰木朁
橭	⿰木辜
橮	⿰木貿
橯	⿰木勞
橰	⿰木臯
橴	⿰木紫
橵	⿰木散
橶	⿰木戟
橷	⿰木兠
橹	⿰木鲁
橻	⿰木⿱丑⿰丑丑
橼	⿰木缘
橽	⿰木達
檂	⿰木農
檅	⿰木歲
檈	⿰木睘
檊	⿰木幹
檌	⿰木罪
檏	⿰木業
檒	⿱林風
檓	⿰木毁
檕	⿱𣪠木
檖	⿰木遂
檘	⿰木辟
檙	⿰木鼎
檚	⿰木楚
檤	⿰木道
檦	⿰木剽
檧	⿰木葱
檨	⿰木羡
檩	⿰木禀
檭	⿰木銀
檲	⿰木團
檵	⿰木㡭
檶	⿰木奩
檷	⿰木爾
檹	⿰木旖
檺	⿰木豪
檼	⿰木㥯
櫀	⿰木綦
櫄	⿰木熏
櫅	⿰木齊
櫇	⿰木頗
櫊	⿰木閣
櫋	⿰木臱
櫍	⿰木質
櫎	⿰木廣
櫏	⿰木遷
櫒	⿰木蔡
櫗	⿰木蔑
櫘	⿰木慧
櫙	⿰木蓲
櫠	⿰木廢
櫡	⿰木箸
櫢	⿰木數
櫣	⿰木蓮
櫥	⿰木廚
櫦	⿰木慶
櫩	⿰木閻
櫫	⿱豬木
櫭	⿰木暨
櫮	⿰木噩
櫯	⿰木穌
櫴	⿰木賴
櫵	⿰木蕉
櫶	⿰木憲
櫷	⿰木龜
櫸	⿰木舉
櫹	⿰木蕭
櫾	⿰木繇
櫿	⿰木營
欀	⿰木襄
欁	⿲木農木
欈	⿰木巂
欌	⿰木藏
欍	⿰木舊
欎	⿳棥冖𡬠
欓	⿰木黨
欔	⿰木矍
欕	⿰木嚴
欘	⿰木屬
欙	⿰木纍
欚	⿰木蠡
欜	⿰木囊
欢	⿰又欠
欥	⿰日欠
欦	⿰今欠
